,Date,Commodity,Commodity Details,Measurement,Unit,Unit Details,Domain Category,Value
498,2021-05,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
499,2021-05,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,6.67
500,2021-11,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
501,2021-11,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
502,2021-11,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
503,2021-11,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
504,2021-11,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
505,2021-11,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,421
506,2021-11,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
507,2021-11,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7.1
508,2021-11,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,222
509,2021-11,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
510,2021-11,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,175
511,2021-11,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,245
512,2021-11,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,270
513,2021-11,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,31.7
514,2021-11,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
515,2021-11,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11
516,2021-11,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
517,2021-11,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
518,2021-10,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,5.12
519,2021-10,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,33
520,2021-10,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
521,2021-10,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
522,2021-10,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
523,2021-10,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
524,2021-10,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,434
525,2021-10,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
526,2021-10,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,232
527,2021-10,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
528,2021-10,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,190
529,2021-10,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,250
530,2021-10,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,260
531,2021-10,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,32.2
532,2021-10,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
533,2021-10,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
534,2021-10,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
535,2021-10,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
536,2021-09,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
537,2021-09,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,30
538,2021-09,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
539,2021-09,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
540,2021-09,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
541,2021-09,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (S)
542,2021-09,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
543,2021-09,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,233
544,2021-09,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,9
545,2021-09,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,205
546,2021-09,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,245
547,2021-09,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,265
548,2021-09,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,22.6
549,2021-09,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
550,2021-09,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
551,2021-09,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
552,2021-09,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
553,2020-04,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (NA)
554,2020-04,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
555,2020-04,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
556,2020-04,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
557,2020-04,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
558,2020-04,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
559,2020-04,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
560,2020-04,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
561,2020-04,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
562,2020-04,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,9.8
563,2020-04,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"770,000"
564,2020-04,GRAPEFRUIT,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"250,000"
565,2020-04,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,191
566,2020-04,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
567,2020-04,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,150
568,2020-04,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,200
569,2020-04,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,220
570,2020-04,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"1,600,000"
571,2020-04,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"1,300,000"
572,2020-04,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"5,900,000"
573,2020-04,ORANGES,"MID & NAVEL, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"5,100,000"
574,2020-04,ORANGES,"MID & NAVEL, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"1,700,000"
575,2020-04,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"1,900,000"
576,2020-04,ORANGES,"VALENCIA, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"700,000"
577,2020-04,ORANGES,"VALENCIA, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"100,000"
578,2020-04,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.4
579,2020-04,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
580,2020-04,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
581,2020-04,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
582,2020-04,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
583,2020-08,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
584,2020-08,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,12
585,2020-08,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
586,2020-08,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
587,2020-08,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
588,2020-08,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
589,2020-08,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
590,2020-08,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
591,2020-08,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
592,2020-08,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5.1
593,2020-08,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"760,000"
594,2020-08,GRAPEFRUIT,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"310,000"
595,2020-08,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,176
596,2020-08,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11
597,2020-08,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,150
598,2020-08,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,185
599,2020-08,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,210
600,2020-08,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"600,000"
601,2020-08,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"200,000"
602,2020-08,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"1,000,000"
603,2020-08,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"400,000"
604,2020-08,ORANGES,"VALENCIA, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"1,400,000"
605,2020-08,ORANGES,"VALENCIA, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"500,000"
606,2020-08,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.2
607,2020-08,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
608,2020-08,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
609,2020-08,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
610,2020-12,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
611,2020-12,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,24
612,2020-12,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
613,2020-12,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
614,2020-12,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
615,2020-12,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,15
616,2020-12,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,354
617,2020-12,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
618,2020-12,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,18.8
619,2020-12,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"200,000"
620,2020-12,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,176
621,2020-12,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
622,2020-12,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,145
623,2020-12,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,185
624,2020-12,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,220
625,2020-12,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"1,400,000"
626,2020-12,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"300,000"
627,2020-12,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"4,000,000"
628,2020-12,ORANGES,"MID & NAVEL, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"3,500,000"
629,2020-12,ORANGES,"MID & NAVEL, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"600,000"
630,2020-12,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"700,000"
631,2020-12,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,22.2
632,2020-12,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
633,2020-12,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,18
634,2020-12,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
635,2020-12,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
636,2020-02,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (NA)
637,2020-02,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
638,2020-02,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
639,2020-02,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
640,2020-02,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
641,2020-02,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
642,2020-02,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
643,2020-02,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
644,2020-02,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (D)
645,2020-02,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
646,2020-02,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,16.6
647,2020-02,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"50,000"
648,2020-02,GRAPEFRUIT,PROCESSING,SALES,BOXES,,NOT SPECIFIED,0
649,2020-02,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,189
650,2020-02,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
651,2020-02,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,150
652,2020-02,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,200
653,2020-02,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,220
654,2020-02,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"2,000,000"
655,2020-02,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"1,000,000"
656,2020-02,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"5,600,000"
657,2020-02,ORANGES,"MID & NAVEL, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"5,600,000"
658,2020-02,ORANGES,"MID & NAVEL, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"1,300,000"
659,2020-02,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"1,300,000"
660,2020-02,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.5
661,2020-02,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
662,2020-02,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,3
663,2020-02,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
664,2020-02,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
665,2020-01,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (NA)
666,2020-01,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
667,2020-01,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,9
668,2020-01,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
669,2020-01,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
670,2020-01,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,59.8
671,2020-01,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,25
672,2020-01,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
673,2020-01,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (D)
674,2020-01,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
675,2020-01,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11.5
676,2020-01,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"340,000"
677,2020-01,GRAPEFRUIT,PROCESSING,SALES,BOXES,,NOT SPECIFIED,0
678,2020-01,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,192
679,2020-01,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
680,2020-01,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,155
681,2020-01,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,205
682,2020-01,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,225
683,2020-01,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"1,600,000"
684,2020-01,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"900,000"
685,2020-01,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"4,900,000"
686,2020-01,ORANGES,"MID & NAVEL, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"4,900,000"
687,2020-01,ORANGES,"MID & NAVEL, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"1,100,000"
688,2020-01,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"1,100,000"
689,2020-01,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.9
690,2020-01,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
691,2020-01,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
692,2020-01,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
693,2020-01,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
694,2020-07,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
695,2020-07,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
696,2020-07,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
697,2020-07,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
698,2020-07,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
699,2020-07,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,14
700,2020-07,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
701,2020-07,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
702,2020-07,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
703,2020-07,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
704,2020-07,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"80,000"
705,2020-07,GRAPEFRUIT,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"20,000"
706,2020-07,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,178
707,2020-07,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
708,2020-07,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,155
709,2020-07,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,185
710,2020-07,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,215
711,2020-07,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"700,000"
712,2020-07,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"300,000"
713,2020-07,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"1,400,000"
714,2020-07,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"300,000"
715,2020-07,ORANGES,"VALENCIA, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"1,400,000"
716,2020-07,ORANGES,"VALENCIA, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"300,000"
717,2020-07,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.6
718,2020-07,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
719,2020-07,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,16
720,2020-07,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
721,2020-07,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
722,2020-06,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (NA)
723,2020-06,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
724,2020-06,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,10
725,2020-06,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
726,2020-06,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
727,2020-06,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
728,2020-06,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
729,2020-06,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
730,2020-06,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
731,2020-06,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
732,2020-06,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7.9
733,2020-06,GRAPEFRUIT,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"50,000"
734,2020-06,GRAPEFRUIT,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"20,000"
735,2020-06,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,180
736,2020-06,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
737,2020-06,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,150
738,2020-06,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,190
739,2020-06,HAY,"ALFALFA, PREMIUM",PRICE RECEIVED,$ / TON,,NOT SPECIFIED,210
740,2020-06,LEMONS,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"1,700,000"
741,2020-06,LEMONS,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"600,000"
742,2020-06,ORANGES,FRESH MARKET,SALES,BOXES,,NOT SPECIFIED,"3,000,000"
743,2020-06,ORANGES,"MID & NAVEL, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"1,500,000"
744,2020-06,ORANGES,"MID & NAVEL, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"500,000"
745,2020-06,ORANGES,PROCESSING,SALES,BOXES,,NOT SPECIFIED,"900,000"
746,2020-06,ORANGES,"VALENCIA, FRESH MARKET",SALES,BOXES,,NOT SPECIFIED,"1,200,000"
747,2020-06,ORANGES,"VALENCIA, PROCESSING",SALES,BOXES,,NOT SPECIFIED,"300,000"
748,2020-06,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,21.5
749,2020-06,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
750,2020-06,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,6
751,2020-06,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
752,2020-06,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
753,2020-03,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (NA)
754,2020-03,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
755,2020-03,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
756,2020-03,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
757,2020-03,BEANS,"DRY EDIBLE, (EXCL CHICKPEAS)",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (D)
758,2020-03,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
759,2020-03,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
760,2020-03,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
761,2020-03,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
